IntMatrix: 6184 by 3
row 416:    309    588    498 
row 417:     63    309    305 
row 418:    502    310    582 
row 419:    142    310    141 
row 420:    311    174    175 
row 421:    337   1717   1678 
row 422:    312    300     38 
row 423:     40    312     39 
row 424:    457   1141   1499 
row 425:    346   1791   2325 
row 426:    314    324    586 
row 427:     69    314    234 
row 428:    315    233     35 
row 429:     36    315     35 
row 430:    507    739    940 
row 431:    140    850    139 
row 432:    455    501    792 
row 433:    501    236   1173 
row 434:    318     71     72 
row 435:     73     74    597 
row 436:    319   2166   1680 
row 437:    955    596   1418 
row 438:    514    742    328 
row 439:     32    320     31 
row 440:    518    641    795 
row 441:   1523    499   1833 
row 442:    322   1146    136 
row 443:    620   1312   1176 
row 444:    580    586    596 
row 445:     74    333    597 
row 446:    324    314     70 
row 447:    318    324     70 
row 448:    325    231    742 
row 449:     32    325    320 
row 450:    326    228    336 
row 451:    572    311    798 
row 452:    346   1679   2295 
row 453:     29     30    600 
row 454:    503    231    237 
row 455:    230    753   1178 
row 456:    349    706    801 
row 457:     28    329    436 
row 458:    958   2812   2593 
row 459:   1180   1651   1346 
row 460:   1913    744   1147 
row 461:    250   1507   1683 
row 462:    417   1415   1182 
row 463:    227   2219   2665 
row 464:    339     75     76 
row 465:     77     78    807 
row 466:    334    232    318 
row 467:     72    444    318 
row 468:    524    963    808 
row 469:    519    132    611 
row 470:    336    228    177 
row 471:    226    344    612 
row 472:    434   1066   1362 
row 473:    573   1222   1348 
row 474:    350     78     79 
row 475:    518    713    811 
row 476:    609     76     77 
row 477:    340    339    338 
row 478:    615    323    812 
row 479:    590    597    323 
row 480:    519    749    132 
row 481:    343   1047    617 
row 482:   1588   1860   2338 
row 483:    308    728    814 
row 484:    343    127    128 
row 485:   2805   1292   2400 
row 486:    344    301    336 
row 487:    178    612    336 
row 488:    345    225    221 
row 489:    185    345    221 
row 490:    604   2142   1687 
row 491:     24     25    433 
row 492:    355    347    622 
row 493:    225    347    221 
row 494:    435    180    181 
row 495:    612    348    226 
row 496:    349    801    817 
row 497:     23    525   1153 
row 498:    350    634    979 
row 499:     80     81    819 
row 500:    351    528     22 
row 501:     23    351     22 
row 502:    961    523    962 
row 503:    368   1566   1189 
row 504:    330   1994   2329 
row 505:    413    533    652 
row 506:    354    123    124 
row 507:    626    974   1074 
row 508:    355    221    347 
row 509:    224   1676   1191 
row 510:    624    338    609 
row 511:    862   1933   1689 
row 512:    360    638    826 
row 513:     82    360     81 
row 514:    358    225    345 
row 515:    186    521    345 
row 516:    359    971    858 
row 517:    190    373    216 
row 518:     79     80    634 
row 519:     84    534     83 
row 520:    973    535    538 
row 521:    331   2880   2330 
row 522:    362    217    527 
row 523:    364    771   1398 
row 524:    367    972   1194 
row 525:     83    534    972 
row 526:    628    652    829 
row 527:    409    209    690 
row 528:    615    812   1061 
row 529:    540   1161   1691 
row 530:    423    698    643 
row 531:    212    857    644 
row 532:    554    561    779 
row 533:     88     89    646 
row 534:    118    119    763 
row 535:    603   2735   2331 
row 536:    369    552    649 
row 537:    116    369    649 
row 538:   1553    773    975 
row 539:    555   2125   2500 
row 540:    533    211    835 
row 541:    210    371    211 
row 542:    379    554     89 
row 543:     90    379     89 
row 544:    373    359    216 
row 545:    191    373    190 
row 546:    376    657    653 
row 547:    113    551   1199 
row 548:    375    378    655 
row 549:    353   1647   1198 
row 550:    381    653    657 
row 551:    114    551    113 
row 552:    377    990    837 
row 553:    654    113   1199 
row 554:    378    212    655 
row 555:    558   1088    777 
row 556:    672     90     91 
row 557:    664     92    838 
row 558:    380   1160   1200 
row 559:    551   1101    662 
row 560:    381    111    112 
row 561:    658    661   1201 
row 562:    382    209    547 
row 563:    195    382    208 
row 564:    838     93    775 
row 565:     94    386    775 
row 566:    657    557    381 
row 567:    391    997   1277 
row 568:    690    541    842 
row 569:    202    676    843 
row 570:    386    563    668 
row 571:     95    566     94 
row 572:    557    109    110 
row 573:    665   1469   1402 
row 574:    558    777    670 
row 575:    667    202    843 
row 576:    389      8      9 
row 577:     10    412      9 
row 578:    664    838   1401 
row 579:    556   1403   1204 
row 580:    387    778    674 
row 581:    545   1274   2014 
row 582:    671    392    847 
row 583:      2      3    676 
row 584:    393    567    677 
row 585:    107    393    106 
row 586:    397   1005    678 
row 587:    391   1166    848 
row 588:    680    103    104 
row 589:    105    567    680 
row 590:    567    396    680 
row 591:    560    841   1277 
row 592:    397    102    682 
row 593:    396   1000    683 
row 594:    398    101    102 
row 595:    678    398    397 
row 596:    399   1339    907 
row 597:    140    141    850 
row 598:    788    581   1206 
row 599:    851    172    852 
row 600:    401    297    240 
row 601:    426    701    240 
row 602:    402    206    205 
row 603:    201    402    203 
row 604:    434   1143   1429 
row 605:    448    263   1136 
row 606:    404    291    167 
row 607:    298    404    168 
row 608:    494    405   1208 
row 609:    294    405    296 
row 610:    406    312    293 
row 611:    487    916   1209 
row 612:    407    292    405 
row 613:    437    407    289 
row 614:    408    553    857 
row 615:    378    408    212 
row 616:    409    213    835 
row 617:    210    547    371 
row 618:    410    258    450 
row 619:    446    714    252 
row 620:    411   1138    407 
row 621:    153    411    278 
row 622:    412    644      9 
row 623:    698    412    366 
row 624:    413   1130    858 
row 625:    214    533    971 
row 626:    414    288    489 
row 627:    254    414    280 
row 628:    415    419    218 
row 629:    431    415    218 
row 630:    459   1485   1210 
row 631:    285    422    860 
row 632:   1029   1289   1695 
row 633:   1174   1607   2263 
row 634:    418    188    189 
row 635:    359    633   1084 
row 636:    419     12     13 
row 637:    218    419     13 
row 638:    420    220    418 
row 639:    216    420    418 
row 640:   1480    719    860 
row 641:    734   1228    241 
row 642:    422    247    416 
row 643:    241   1480    863 
row 644:    643    366    215 
row 645:    353    966   1213 
row 646:    424   1218   1214 
row 647:    358    884    225 
row 648:   1281    786   1342 
row 649:    417    939   1215 
row 650:    588    240    498 
row 651:    505   1244    868 
row 652:    427    441   1216 
row 653:    712    785   1697 
row 654:    442   1638   1698 
row 655:    424    884   1218 
row 656:    456    257   1219 
row 657:    427   1216    874 
row 658:    430     16     17 
row 659:    761    964   1550 
row 660:   1494    218    703 
row 661:    537    223    876 
row 662:    432    705    877 
row 663:    183    530    182 
row 664:    433     25     26 
row 665:     27    436    881 
row 666:    500    736    878 
row 667:    291    404   1221 
row 668:    435    877   1348 
row 669:    182    877    181 
row 670:    436    885    881 
row 671:    600    708    329 
row 672:    437    289    148 
row 673:    149    437    148 
row 674:    438    526    888 
row 675:     21    438     20 
row 676:    883   2415   1128 
row 677:    358    521    884 
row 678:    602   1041   1223 
row 679:    706    440    801 
row 680:   1216    916    869 
row 681:    488    727    886 
row 682:   1220   1550   1699 
row 683:    882    438    888 
row 684:    485    726    484 
row 685:    578   1281    889 
row 686:    444    334    318 
row 687:     73    590     72 
row 688:    445     30     31 
row 689:    320    509     31 
row 690:    446    252    890 
row 691:    483    461   1225 
row 692:    511    325     33 
row 693:    453    784   1023 
row 694:    466   1136    477 
row 695:    465   1704   1700 
row 696:    449    271    484 
row 697:    577    712   1227 
row 698:    450    261    469 
row 699:     47    467    895 
row 700:    814    489    896 
row 701:    165    451    288 
row 702:    452    741    897 
row 703:    589    501   1173 
row 704:    453    233    315 
row 705:    238    453    315 
row 706:    454    268    270 
row 707:    274    454    264 
row 708:    501    455    899 
row 709:   1169    588    792 
row 710:    479    873   1219 
row 711:    450    456    261 
row 712:    584    790    932 
row 713:    421    241   1228 
row 714:    458    267    262 
row 715:    280    688    254 
row 716:    746   1255   1701 
row 717:    863    416   1485 
row 718:    696    737   1230 
row 719:    406    570    300 
row 720:    461    244     41 
row 721:    464    891    905 
row 722:    462    236     66 
row 723:    235    462    246 
row 724:    463    263    715 
row 725:    158    463    266 
row 726:    464    245     43 
row 727:    714    464    273 
row 728:   1057   2271   2943 
row 729:    849    399    907 
row 730:    466    267    458 
row 731:   1683   1507    908 
row 732:    467    264    270 
row 733:    258    895    450 
row 734:    468    271    472 
row 735:     58    468    253 
row 736:    469    252    714 
row 737:    450    469    410 
row 738:    474    724    911 
row 739:    473    449    910 
row 740:    471    257    456 
row 741:     53    478    268 
row 742:    472    271    449 
row 743:    473    472    449 
row 744:    900    910    470 
row 745:    265    473    260 
row 746:    909    474    911 
row 747:    890    474    429 
row 748:    477    475    912 
row 749:    463    475    263 
row 750:    476     49   3192 
row 751:    467    476    264 
row 752:    912    475    160 
row 753:    466    477    267 
row 754:    478     54    259 
row 755:    268    478    471 
row 756:    479    474    723 
row 757:    456   1219    873 
row 758:    715    263   1232 
row 759:   1138    480    730 
row 760:    687    485    914 
row 761:    276    481    282 
row 762:    482    155    156 
row 763:    913   1232   1233 
row 764:    905   1225    245 
row 765:    441    919   1209 
row 766:    484    271    251 
row 767:    485    484    282 
row 768:    485    282    481 
row 769:    401    914    917 
row 770:    486    407    437 
row 771:    152    486    284 
row 772:    916    487    918 
row 773:    697    285    919 
row 774:    275   1489    874 
row 775:    425    693   1345 
row 776:    489    288    451 
row 777:    291   1221    921 
row 778:    893   1512   1703 
row 779:    299    576   1235 
row 780:    491    400    924 
row 781:    171    491    170 
row 782:    729    492    925 
row 783:    465   2196   2800 
row 784:    689   1221    404 
row 785:    924    400    927 
row 786:    494    296    405 
row 787:    492    729   1237 
row 788:    495   2258   2332 
row 789:   2428   2773   1170 
row 790:    496   2106   1240 
row 791:    237    584    932 
row 792:    497    247    727 
row 793:    304    920    933 
row 794:    498    297    242 
row 795:    309    498    305 
row 796:   1080   2062   1707 
row 797:   1291    738   1727 
row 798:    295    878    688 
row 799:    308    500    295 
row 800:    898   1173    462 
row 801:    792    501    317 
row 802:    582    310    299 
row 803:    316    850   1020 
row 804:    503    237    932 
row 805:   1025    328   1243 
row 806:    504    696    784 
row 807:    238    504    453 
row 808:    787    868   1244 
row 809:    317    589    937 
row 810:   1709   2227   2213 
row 811:    805   1215    939 
row 812:    587    507    940 
row 813:    137    507    941 
row 814:    586    580   1246 
row 815:    943   1144   1032 
row 816:    509    327    445 
row 817:     31    509    445 
row 818:    743    947    944 
row 819:    587    940   1710 
row 820:    511    233    892 
row 821:    325    511    447 
row 822:    512    176    228 
row 823:    598    512    326 
row 824:   1998    956   1587 
row 825:    743   1146   1249 
row 826:    742    509    320 
row 827:    585   2087   1711 
row 828:    515   2111   1712 
row 829:    750   2114   2333 
row 830:   1393    546   1779 
row 831:   1205    545   1694 
row 832:    753   1149   1255 
row 833:    859   1126    954 
row 834:    321    596    955 
row 835:    334    713    593 
row 836:    611    132    133 
row 837:    513   1589   1715 
row 838:   1257   2935   2961 
row 839:    337   2276   1717 
row 840:    521    220    884 
row 841:    345    521    358 
row 842:    950   1921   2335 
row 843:    599   1423   1260 
row 844:    625    523    961 
row 845:    126    963    125 
row 846:    524    808   1055 
row 847:    126    127    963 
row 848:    525     24    433 
row 849:    755   1153    706 
row 850:    526   1133   1383 
row 851:    528    756    438 
row 852:    864    527    965 
row 853:    656    362    966 
row 854:    528    438     21 
row 855:     22    528     21 
row 856:    529    616    967 
row 857:    766   1390   1719 
row 858:    530    355    622 
row 859:    877    530    432 
row 860:    531    122    123 
row 861:    823   1074    354 
row 862:    830   1061   1262 
row 863:    968   1389   1263 
row 864:    652    835    213 
row 865:    359    373    971 
row 866:   1097    760     86 
row 867:    638     83    972 
row 868:    361    535    973 
row 869:    626   1447    974 
row 870:    645   1097     87 
row 871:    372    987   1264 
row 872:    537    430     17 
row 873:     18    537     17 
row 874:    538    119    120 
row 875:    121    973    120 
row 876:    539    217    362 
row 877:    656   1104    362 
row 878:    642    831   1459 
row 879:    768   1393   1720 
row 880:    667    206    402 
row 881:    550   1398    977 
row 882:    757   1142    978 
row 883:   1459    542    365 
row 884:    647    369    117 
row 885:    118    763    647 
row 886:    634    819    979 
row 887:    367   1194   1266 
row 888:    549   1116   1267 
row 889:    661    839    982 
row 890:    980    985   1563 
row 891:   2767   1265   1720 
row 892:    547    209    409 
row 893:    371    547    409 
row 894:    833   1164   1270 
row 895:    549   1267   2006 
row 896:    549    986    987 
row 897:    383   1117   1662 
row 898:    659    777    847 
row 899:    656    836   1466 
row 900:    649   1101    116 
row 901:   1110   1199    662 
row 902:    765    552   1272 
row 903:    377   1110    990 
row 904:    553      6      7 
row 905:    378    553    408 
row 906:    554    646     89 
row 907:    390   1573    991 
row 908:    832   2762   2336 
row 909:    545   1336   1723 
row 910:   1275    770   1724 
row 911:    564   1574   1405 
row 912:    557    110    381 
row 913:    778    557    384 
row 914:    558    378    375 
row 915:   1466   1088    558 
row 916:    562     96     97 
row 917:    563    386    999 
row 918:    681    560   1277 
row 919:    107    565   1003 
row 920:    991    554    379 
row 921:    988   1271   1278 
row 922:    562    394    996 
row 923:     96    562    559 
row 924:    996    563    999 
row 925:    569    683   1000 
row 926:    564    995   1117 
row 927:    996    394   1002 
row 928:    565    674   1003 
row 929:    108    565    107 
row 930:    566     95    559 
row 931:    996    999    559 
row 932:    677    105    106 
row 933:    681   1121    393 
row 934:    678    568   1004 
row 935:    395    683   1005 
row 936:    569    568   1005 
row 937:    679   1574   1725 
row 938:    570    406    243 
row 939:    487   1209   1007 
row 940:    571    300    575 
row 941:     37    571    238 
row 942:    581    788   1279 
row 943:    852    173    685 
row 944:    573   1185   1945 
row 945:    880   1222    226 
row 946:    574    584   1010 
row 947:    511    892    447 
row 948:    904    696   1230 
row 949:    571    575    737 
row 950:    576    303    721 
row 951:    306    576    299 
row 952:   1137    894   1227 
row 953:    443    785   1013 
row 954:    866    889   1281 
row 955:    579    936   1481 
row 956:   1015   1282    578 
row 957:    914    701   1129 
row 958:    580    321    943 
row 959:    716    235   1016 
row 960:    301   1581   1726 
row 961:    493   1341   1284 
row 962:    684   1339   1019 
row 963:    850    502   1020 
row 964:   1008   1059   1285 
row 965:   1280    573   1286 
row 966:    584    237   1010 
row 967:    892    453   1023 
row 968:    328   1025   1024 
row 969:    313   1040   1287 
row 970:    586    232    596 
row 971:    508   1016   1246 
row 972:   1035    945   1293 
row 973:    941    507   1027 
row 974:    588    426    240 
row 975:    455    588    309 
row 976:    937    589   1028 
row 977:    501    589    317 
row 978:    590    323    713 
row 979:     72    590    444 
row 980:    861   1370   1289 
row 981:    897    307   1290 
row 982:    738   1416   1727 
row 983:    508    943   1032 
row 984:    593    232    334 
row 985:    444    713    334 
row 986:    794    594   1033 
row 987:    735    594    229 
row 988:    595   1054   1292 
row 989:    945    322   1293 
row 990:    795   1418    518 
row 991:    580    596    321 
row 992:    597    340    323 
row 993:     73    597    590 
row 994:   1577    326    301 
row 995:   1022   1437   1728 
row 996:    601    800   1423 
row 997:    522   2227   1729 
row 998:    600    327    708 
row 999:     29    600    329 
row 1000:   1039   1519   1423 
row 1001:    496   1240   1040 
row 1002:    602    801   1041 
row 1003:   1039   1423   1042 
row 1004:   1684   2598   2962 
row 1005:   1731    606   2338 
row 1006:    816   1318   2339 
row 1007:    614   2817   2340 
row 1008:    605    617   1047 
row 1009:    130    752    129 
row 1010:    606   1731   1875 
row 1011:   1256   1587   1300 
row 1012:    693   1051   1487 
row 1013:    786    578   1302 
row 1014:    949   1919   2341 
row 1015:   1639   1833   1736 
row 1016:    609    338    339 
row 1017:     76    609    339 
row 1018:    620   1176   1304 
row 1019:    962    524   1055 
row 1020:    743    944    134 
row 1021:    519    611    510 
row 1022:    612    344    336 
row 1023:    179    612    178 
row 1024:   1706   2472   2342 
row 1025:    745   1915   1306 
row 1026:    930   1986   2699 
row 1027:   1008   1279   1739 
row 1028:    812    323    340 
row 1029:    532    642   1060 
row 1030:    616    338    967 
row 1031:    830    615   1061 
row 1032:   1913    605    752 
row 1033:    610    754   1062 
row 1034:   1056   2803   2343 
row 1035:    992   3063   2344 
row 1036:    731   1362   1311 
row 1037:    853    308   1066 
row 1038:    620    815   1312 
row 1039:    610   1062   1068 
row 1040:    621   2096   2345 
row 1041:   1046   2031   2346 
row 1042:    224   1666    865 
row 1043:    530    622    432 
row 1044:   2490   2186   2347 
row 1045:    964   1551   1316 
row 1046:    624    818   1073 
row 1047:     77    807    609 
row 1048:    625    354    124 
row 1049:    125    625    124 
row 1050:    823    626   1074 
row 1051:    635   1323   1317 
row 1052:    816   3125   2882 
row 1053:    623   1134   1319 
row 1054:   2140    829   1094 
row 1055:   1130    628    702 
row 1056:    961   1446    625 
row 1057:   1075   2057   1746 
row 1058:    630    432    622 
row 1059:    347   1666    622 
row 1060:    934   1195   1959 
row 1061:    608   2775   2349 
row 1062:    818    350   1082 
row 1063:     81    632    819 
row 1064:    883    633   1083 
row 1065:    216    359   1084 
row 1066:    357   1082   1085 
row 1067:     79    634    350 
row 1068:    635   2177   1748 
row 1069:    797   2038   1324 
row 1070:    636   1398   1088 
row 1071:   1045   2184   2581 
row 1072:    637   1557   1536 
row 1073:    360    826    632 
row 1074:    826    638   1091 
row 1075:     82    638    360 
row 1076:   1089   1951   2350 
row 1077:    219   1130   1093 
row 1078:    829    213   1328 
row 1079:    409    640    213 
row 1080:    955   1417    794 
row 1081:    811    641    518 
row 1082:    642    365   1060 
row 1083:    363    758   1095 
row 1084:    643    215     12 
row 1085:    415    694   1096 
row 1086:    644    389      9 
row 1087:    539    644    412 
row 1088:    645    773   1097 
row 1089:     88    646     87 
row 1090:    646    554    773 
row 1091:     87    646    645 
row 1092:    647    543    772 
row 1093:    118    647    117 
row 1094:    648   3157   2963 
row 1095:    555   1693   1752 
row 1096:    990    662   1100 
row 1097:    115    116   1101 
row 1098:    650   1194    972 
row 1099:     85    760    534 
row 1100:    952   2526   1753 
row 1101:    993   2014   1754 
